iter	RMSE
163	39.78066204
164	39.73022036
165	39.6422235
166	39.63236297
167	39.55426329
168	39.46187609
169	39.44019889
170	39.38183355
171	39.2961736
172	39.23553108
173	39.15715163
174	39.09062887
175	39.05274291
176	38.99782127
177	38.97087589
178	38.94183613
179	38.90867606
180	38.83882608
181	38.7915211
182	38.74807439
183	38.6802362
184	38.62054874
185	38.61019539
186	38.54737171
187	38.4686815
188	38.44517179
189	38.41556511
190	38.35088254
191	38.32934648
192	38.21994524
193	38.16830707
194	38.15013788
195	38.12975236
196	38.04170651
197	37.98545512
198	37.96952758
199	37.89759336
200	37.7760691
201	37.72008636
202	37.67799292
203	37.66132409
204	37.6048307
205	37.53120751
206	37.48790874
207	37.40964458
208	37.3561916
209	37.30034681
210	37.24860645
211	37.19621239
212	37.13564288
213	37.06992608
214	37.06142757
215	37.01187847
216	36.96877488
217	36.9400819
218	36.88161795
219	36.8189474
220	36.80329362
221	36.74174806
222	36.699629
223	36.67361869
224	36.61073656
225	36.57086972
226	36.54731671
227	36.5063007
228	36.44602967
229	36.40134703
230	36.36613717
231	36.31251992
232	36.24945794
233	36.22629165
234	36.20692648
235	36.17390234
236	36.13383181
237	36.09669085
238	36.0666812
239	36.03449032
240	35.9746744
241	35.94311085
242	35.89516488
243	35.86257006
244	35.84510432
245	35.80906192
246	35.7478044
247	35.69267963
248	35.63681496
249	35.59313904
250	35.55450551
251	35.50640675
252	35.45055101
253	35.41891444
254	35.37708869
255	35.34037286
256	35.28732442
257	35.23012219
258	35.19228221
259	35.16295263
260	35.13939196
261	35.11983077
262	35.08573426
263	35.04987855
264	35.02479102
265	34.99897469
266	34.94451787
267	34.90854521
268	34.85920772
269	34.8281489
270	34.82119307
271	34.7826398
272	34.75590944
273	34.7415046
274	34.71622684
275	34.68879272
276	34.64910084
277	34.5904464
278	34.56665263
279	34.51554531
280	34.4804405
281	34.45347929
282	34.42411506
283	34.39694222
284	34.33466259
285	34.30544464
286	34.27158978
287	34.19267884
288	34.14703704
289	34.11439298
290	34.08842659
291	34.05570571
292	34.03419458
293	33.97952208
294	33.96592314
295	33.89864275
296	33.88053593
297	33.85461753
298	33.81300455
299	33.79128718
300	33.7430579
301	33.70037835
302	33.68369214
303	33.6605679
304	33.61391748
305	33.58021728
306	33.55002228
307	33.53169804
308	33.5122118
309	33.47137655
310	33.43859672
311	33.41657822
312	33.37829285
313	33.32012095
314	33.30983498
315	33.29576032
316	33.26448506
317	33.24690789
318	33.23834889
319	33.22401501
320	33.20527822
321	33.16624443
322	33.13301492
323	33.11687656
324	33.07818049
325	33.04523854
326	33.02426859
327	33.01379037
328	32.98434513
329	32.92486807
330	32.89287608
331	32.87328876
332	32.82213663
333	32.77947491
334	32.7528711
335	32.71791218
336	32.70720655
337	32.68033749
338	32.65673367
339	32.63652904
340	32.59924897
341	32.57789228
342	32.55835797
343	32.51951637
344	32.46963154
345	32.41511636
346	32.39248801
347	32.32192229
348	32.27328681
349	32.24593479
350	32.18416605
351	32.16179816
352	32.12664539
353	32.11661448
354	32.09703303
355	32.08179133
356	32.06996702
357	32.06336818
358	32.0478096
359	32.00568438
360	31.98176042
361	31.93727263
362	31.91656951
363	31.89535857
364	31.87199104
365	31.84819406
366	31.84002965
367	31.81187463
368	31.76419761
369	31.75194297
370	31.72998815
371	31.71897569
372	31.70951159
373	31.67598557
374	31.63605052
375	31.61316159
376	31.5877522
377	31.51009411
378	31.48772378
379	31.46642591
380	31.42668761
381	31.4090622
382	31.37787654
383	31.34899805
384	31.31443101
385	31.28463003
386	31.2484833
387	31.23163889
388	31.19993829
389	31.17668978
390	31.16522542
391	31.12951585
392	31.10872003
393	31.09700088
394	31.07857549
395	31.05112672
396	31.02102833
397	30.98608011
398	30.96569739
399	30.94727393
400	30.91184105
401	30.89807443
402	30.88442817
403	30.8652625
404	30.84095262
405	30.81623733
406	30.80684285
407	30.77176821
408	30.75033265
409	30.72480315
410	30.7099812
411	30.69990177
412	30.6910277
413	30.66710818
414	30.63621593
415	30.63105219
416	30.6102352
417	30.59797666
418	30.57422789
419	30.55412375
420	30.50184744
421	30.4602632
422	30.42603815
423	30.39902667
424	30.37779504
425	30.3480347
426	30.32375369
427	30.29816631
428	30.27499598
429	30.23954544
430	30.21251628
431	30.18768494
432	30.16731909
433	30.13607295
434	30.10688426
435	30.08734777
436	30.06778004
437	30.0450447
438	30.02139072
439	30.01101141
440	30.00014853
441	29.97379396
442	29.95682112
443	29.93049815
444	29.90896268
445	29.89348115
446	29.86289813
447	29.83740818
448	29.81983474
449	29.809259
450	29.78895815
451	29.75298665
452	29.72668809
453	29.70081121
454	29.67326656
455	29.63776676
456	29.62376918
457	29.59085834
458	29.57747195
459	29.56061817
460	29.548567
461	29.51829027
462	29.48759946
463	29.4629476
464	29.44575336
465	29.43568617
466	29.42483328
467	29.40023004
468	29.38902699
469	29.37145927
470	29.35598881
471	29.33927577
472	29.31878193
473	29.30638556
474	29.29893502
475	29.26427953
476	29.25635924
477	29.23539354
478	29.2137015
479	29.1871177
480	29.15842592
481	29.1373722
482	29.12508939
483	29.11213362
484	29.06862084
485	29.04187518
486	29.03493393
487	29.02840146
488	29.00972435
489	28.99709664
490	28.97805689
491	28.94941173
492	28.93633834
493	28.92347192
494	28.89754874
495	28.88076382
496	28.86371555
497	28.84242636
498	28.82192653
499	28.80388088
500	28.77713789
501	28.75918966
502	28.74060229
503	28.73344451
504	28.7145262
505	28.70635574
506	28.69926501
507	28.68923242
508	28.67745464
509	28.65124941
510	28.62689286
511	28.60403794
512	28.59001105
513	28.58026234
514	28.56998657
515	28.55833658
516	28.53683699
517	28.49384797
518	28.48019104
519	28.46080165
520	28.4441883
521	28.43376433
522	28.41787214
523	28.38739551
524	28.37068951
525	28.35183885
526	28.34048762
527	28.32549342
528	28.30259471
529	28.29844591
530	28.27142518
531	28.26127412
532	28.24511532
533	28.23035252
534	28.20250077
535	28.1888299
536	28.16741762
537	28.15493206
538	28.13024856
539	28.11751957
540	28.09582747
541	28.07952187
542	28.05625649
543	28.04321105
544	28.03102656
545	28.01042142
546	27.99691345
547	27.98324813
548	27.95755909
549	27.94497761
550	27.93223431
551	27.91960476
552	27.90244539
553	27.89309541
554	27.87548873
555	27.86161455
556	27.84379895
557	27.80084893
558	27.7899686
559	27.78573532
560	27.7646267
561	27.74959809
562	27.73212232
563	27.70689411
564	27.69847476
565	27.66086839
566	27.65193972
567	27.64650551
568	27.62842238
569	27.60490159
570	27.59938423
571	27.595305
572	27.56140087
573	27.5295784
574	27.51515174
575	27.49849271
576	27.48363155
577	27.48122116
578	27.47035815
579	27.44161744
580	27.40682725
581	27.38982914
582	27.35910306
583	27.34347376
584	27.3298002
585	27.30248968
586	27.28916989
587	27.27280402
588	27.25770639
589	27.24565556
590	27.23965591
591	27.21687974
592	27.20654575
593	27.18511222
594	27.17605402
595	27.15111493
596	27.1419261
597	27.1247375
598	27.10463036
599	27.09209996
600	27.0760026
601	27.07234128
602	27.055387
603	27.03822197
604	27.02508262
605	27.01187195
606	26.99972862
607	26.98750462
608	26.96728414
609	26.95307845
610	26.93675391
611	26.92604785
612	26.89306043
613	26.88289763
614	26.86740901
615	26.85894552
616	26.85359052
617	26.84298789
618	26.839555
619	26.82320726
620	26.79738486
621	26.7878008
622	26.78347828
623	26.76189523
624	26.74760521
625	26.73181895
626	26.71745056
627	26.70933927
628	26.68397687
629	26.66414749
630	26.64874986
631	26.64691292
632	26.6281334
633	26.61472636
634	26.60074678
635	26.59467196
636	26.57545544
637	26.56218171
638	26.54143664
639	26.53714446
640	26.5266271
641	26.52640864
642	26.5088804
643	26.49098687
644	26.47244767
645	26.45753886
646	26.44012812
647	26.43853373
648	26.41739962
649	26.4056971
650	26.38403397
651	26.38036868
652	26.3755284
653	26.36065716
654	26.35679016
655	26.35203404
656	26.31873306
657	26.30825907
658	26.28688542
659	26.27299299
660	26.25132738
661	26.23481139
662	26.2135383
663	26.18975683
664	26.18411666
665	26.18122963
666	26.17114342
667	26.16310286
668	26.14864396
669	26.13868531
670	26.1226937
671	26.09974248
672	26.08299769
673	26.08137645
674	26.06905866
675	26.0521087
676	26.0396455
677	26.03318972
678	26.01995495
679	26.00715238
680	25.97854292
681	25.97237257
682	25.94741466
683	25.9410642
684	25.93366249
685	25.91762153
686	25.89946954
687	25.89419263
688	25.8717268
689	25.85408678
690	25.84384092
691	25.83886272
692	25.81642887
693	25.80340342
694	25.78010619
695	25.77006071
696	25.76553488
697	25.75050915
698	25.74157842
699	25.73292674
700	25.71600168
701	25.70191669
702	25.68876482
703	25.68091709
704	25.66719702
705	25.64418948
706	25.61815144
707	25.61417951
708	25.58806362
709	25.56782816
710	25.54936429
711	25.53371245
712	25.51186031
713	25.50359465
714	25.48388919
715	25.46875622
716	25.45534623
717	25.43293415
718	25.41740407
719	25.41019886
720	25.39722067
721	25.3844117
722	25.36644234
723	25.34741225
724	25.33864622
725	25.32886318
726	25.3148173
727	25.2969834
728	25.29185595
729	25.27803332
730	25.25516111
731	25.24588475
732	25.24452972
733	25.23084419
734	25.21755759
735	25.21482655
736	25.20617446
737	25.18777694
738	25.17217473
739	25.14795687
740	25.13279119
741	25.12577233
742	25.11269907
743	25.09417258
744	25.08553806
745	25.07890254
746	25.06532066
747	25.05518346
748	25.04186954
749	25.0230486
750	25.00972792
751	25.00250776
752	24.97692285
753	24.96432
754	24.95356303
755	24.93971366
756	24.9316339
757	24.92178517
758	24.91062977
759	24.90275674
760	24.89507428
761	24.88976777
762	24.88011252
763	24.86101959
764	24.8443726
765	24.84049525
766	24.82917002
767	24.82202589
768	24.81244731
769	24.79277093
770	24.78601536
771	24.76699973
772	24.76200911
773	24.73910412
774	24.72646789
775	24.71305451
776	24.70192496
777	24.69017241
778	24.68163061
779	24.67247438
780	24.65575975
781	24.64874751
782	24.63558429
783	24.62257843
784	24.61750748
785	24.60108849
786	24.59312264
787	24.58107881
788	24.56756568
789	24.55510663
790	24.5454472
791	24.54244487
792	24.53388397
793	24.52129863
794	24.51123105
795	24.49909881
796	24.47288558
797	24.46244427
798	24.45375827
799	24.44843259
800	24.43890395
801	24.42544389
802	24.41541387
803	24.40926103
804	24.39660844
805	24.37987615
806	24.37391371
807	24.36475926
808	24.36174786
809	24.3504756
810	24.33959219
811	24.33513892
812	24.3219849
813	24.31455491
814	24.29923232
815	24.28574422
816	24.26572556
817	24.25375873
818	24.24123053
819	24.2334216
820	24.22298794
821	24.20826889
822	24.20014356
823	24.18501669
824	24.17078992
825	24.15981008
826	24.15217564
827	24.14502784
828	24.13956096
829	24.12930515
830	24.12203936
831	24.1061136
832	24.09713558
833	24.09132305
834	24.07981771
835	24.07401416
836	24.06458957
837	24.05477745
838	24.03541443
839	24.01934777
840	24.01644651
841	24.01144694
842	23.99276296
843	23.97508107
844	23.96760239
845	23.95448667
846	23.94654801
847	23.94319394
848	23.93978971
849	23.93432413
850	23.92721429
851	23.91734917
852	23.91115654
853	23.9005183
854	23.89120475
855	23.87693731
856	23.86314238
857	23.84959986
858	23.84317022
859	23.82637448
860	23.81638715
861	23.79449108
862	23.78698589
863	23.76498252
864	23.76342607
865	23.75108498
866	23.74283847
867	23.71799802
868	23.7075115
869	23.70264463
870	23.69806725
871	23.6903021
872	23.67995992
873	23.66793655
874	23.65061463
875	23.64055463
876	23.60923099
877	23.59781885
878	23.58802706
879	23.5780045
880	23.56836793
881	23.55749879
882	23.54774401
883	23.53994721
884	23.5299361
885	23.51992934
886	23.50776865
887	23.5054982
888	23.49324031
889	23.48301532
890	23.4814871
891	23.46602753
892	23.45113238
893	23.44065242
894	23.42997691
895	23.41910314
896	23.40960784
897	23.39960559
898	23.39631675
899	23.39118688
900	23.37800816
901	23.370228
902	23.36240617
903	23.35245251
904	23.33967652
905	23.32115329
906	23.31476389
907	23.30374369
908	23.29403767
909	23.28640701
910	23.27305948
911	23.26333692
912	23.25344134
913	23.24841243
914	23.23922838
915	23.22600191
916	23.22214075
917	23.21368896
918	23.20887482
919	23.20087138
920	23.18673425
921	23.17773116
922	23.15329011
923	23.1438632
924	23.13553405
925	23.12436254
926	23.11133283
927	23.10502558
928	23.10215509
929	23.09926658
930	23.09662193
931	23.08965625
932	23.08629641
933	23.08402764
934	23.07303872
935	23.06788483
936	23.0611605
937	23.0488115
938	23.04287174
939	23.03971995
940	23.03155708
941	23.02402185
942	23.01965768
943	23.00694041
944	22.99526336
945	22.98406053
946	22.97877143
947	22.97079538
948	22.95152779
949	22.94545016
950	22.9323606
951	22.91967206
952	22.91435021
953	22.9028693
954	22.90011217
955	22.89543895
956	22.88278402
957	22.87868495
958	22.86804448
959	22.86237631
960	22.86021094
961	22.84722326
962	22.84062925
963	22.83088817
964	22.81866846
965	22.80464669
966	22.7956822
967	22.78601846
968	22.78142672
969	22.77044932
970	22.74907672
971	22.74359132
972	22.73313904
973	22.73084707
974	22.71978947
975	22.71326147
976	22.70148178
977	22.69720088
978	22.68541131
979	22.67458193
980	22.65996925
981	22.65438847
982	22.65124816
983	22.63980415
984	22.63119
985	22.61737149
986	22.60731109
987	22.6000922
988	22.59118117
989	22.5828103
990	22.57683557
991	22.5701121
992	22.55461339
993	22.54694207
994	22.53791237
995	22.53405006
996	22.52534378
997	22.51810378
998	22.50901098
999	22.49685438
